term,label,definition
http://purl.obolibrary.org/obo/DDPHENO_0000020,aberrant RNA interference,"Deviation from the normal, usual, or expected events during RNA interference."
http://purl.obolibrary.org/obo/DDPHENO_0001307,abolished activation of Rab GTPase activity,Complete inability to activate Rab GTPase activity.
http://purl.obolibrary.org/obo/DDPHENO_0001395,decreased protein localization to plasma membrane,Reduction in the ability for localization of a protein from the cytoplasm to the plasma.
http://purl.obolibrary.org/obo/DDPHENO_0000286,increased infection rate by a gram-positive pathogenic bacterium,"Increase in extent, amount, or degree of the infection rate by a gram-positive pathogenic bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001142,aberrant regulation of Rab GTPase activity,"Deviation from the normal, usual, or expected events during the regulation of the activity of a Rab GTPase."
http://purl.obolibrary.org/obo/DDPHENO_0000033,aberrant secretion,"Deviation from the normal, usual, or expected events during secretion of a substance."
http://purl.obolibrary.org/obo/DDPHENO_0000580,decreased sensitivity to cheating,Partial resistance to cheating when mixed with cheater cells.
http://purl.obolibrary.org/obo/DDPHENO_0001155,aberrant macromolecule biosynthesis,"Deviation from the normal, usual, or expected events during macromolecule biosynthesis."
http://purl.obolibrary.org/obo/DDPHENO_0000046,aberrant phosphatidylinositol biosynthesis,"Deviation from the normal, usual, or expected events during phosphatidylinositol biosynthesis."
http://purl.obolibrary.org/obo/DDPHENO_0000340,abolished response to SDF-2,"Complete inability for the response to SDF-2, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0000518,increased stalk width,Having a relative thick stalk.
http://purl.obolibrary.org/obo/DDPHENO_0001168,aberrant chemotaxis to folate,"Deviation from the normal, usual, or expected events during the locomotory response to folate (folic acid)."
http://purl.obolibrary.org/obo/DDPHENO_0000059,abolished localization to cell surface,Complete inability to localize to the cell surface.
http://purl.obolibrary.org/obo/DDPHENO_0001462,aberrant chemotaxis to cAMP in response to DIF-2,"Deviation from the normal, usual, or expected events during the locomotory response to cAMP in response to DIF-2."
http://purl.obolibrary.org/obo/DDPHENO_0000353,aberrant endosomal transport,"Deviation from the normal, usual, or expected events during endosomal transport."
http://purl.obolibrary.org/obo/DDPHENO_0000100,abolished localization to nucleolus,Complete inability to localize to the nucleolus.
http://purl.obolibrary.org/obo/DDPHENO_0001475,abolished histone H3-K79 methylation,Complete inability for methylation of histone H3 at lysine 79.
http://purl.obolibrary.org/obo/DDPHENO_0000366,precocious prestalk gene expression,Early onset or faster progression in the expression of prestalk genes.
http://purl.obolibrary.org/obo/DDPHENO_0001222,aberrant phagolysosome formation,"Deviation from the normal, usual, or expected events during phagolysosome formation."
http://purl.obolibrary.org/obo/DDPHENO_0000113,increased cellular localization,Increase in amount or accumulation at a certain cellular location.
http://purl.obolibrary.org/obo/DDPHENO_0001488,aberrant phagosome maturation,"Deviation from the normal, usual, or expected events during phagosome maturation."
http://purl.obolibrary.org/obo/DDPHENO_0000379,decreased cell size,Reduction in relative or proportionate dimensions of the cell.
http://purl.obolibrary.org/obo/DDPHENO_0001235,decreased intracellular ATP level,Decrease in amount or accumulation of intracellular ATP.
http://purl.obolibrary.org/obo/DDPHENO_0000126,increased cAMP-induced cGMP pulse,"Increase in extent, amount, or degree of cGMP pulse in response to cAMP."
http://purl.obolibrary.org/obo/DDPHENO_0001070,precocious response to hyperosmotic stress,Early onset or faster progression in the response to hyperosmotic stress.
http://purl.obolibrary.org/obo/DDPHENO_0001248,abolished protein methylation,Complete inability for protein methylation.
http://purl.obolibrary.org/obo/DDPHENO_0000139,decreased sexual fusion,"Reduction in extent, amount, or degree of sexual fusion."
http://purl.obolibrary.org/obo/DDPHENO_0000433,increased secretion of lysosomal enzyme,"Increase in extent, amount, or degree of secretion of lysosomal enzyme."
http://purl.obolibrary.org/obo/DDPHENO_0001083,decreased number of rod-shaped mitochondria,"Quantitative decrease in rod-shaped mitochondria. In Dictyostelium, cells have mitochondria of three different shapes: spherical, rod-like or tubular."
http://purl.obolibrary.org/obo/DDPHENO_0001008,aberrant cellular process,"Deviation from the normal, usual, or expected events during cellular processes."
http://purl.obolibrary.org/obo/DDPHENO_0000446,aberrant mound color,"Deviation from the normal, usual, or expected mound color."
http://purl.obolibrary.org/obo/DDPHENO_0001302,increased protein kinase B activity,"Increase in extent, amount, or degree of protein kinase B activity."
http://purl.obolibrary.org/obo/DDPHENO_0001390,increased protein localization to cytoplasm,Increase in amount or accumulation of a protein in the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0000459,increased F-actin polymerization,"Increase in extent, amount, or degree of F-actin polymerization."
http://purl.obolibrary.org/obo/DDPHENO_0001315,increased peptidyl-proline 4-dioxygenase activity,"Increase in extent, amount, or degree of peptidyl-proline 4-dioxygenase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000206,precocious aggregation,Early onset or faster progression through aggregation.
http://purl.obolibrary.org/obo/DDPHENO_0000500,small pinosomes,Decreased size of pinosomes.
http://purl.obolibrary.org/obo/DDPHENO_0000294,aberrant protein binding,"Deviation from the normal, usual, or expected binding of a protein."
http://purl.obolibrary.org/obo/DDPHENO_0001150,increased positive regulation of Ran GTPase activity,"Increase in extent, amount, or degree of positive regulation of Ran GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000041,aberrant response to N-Phenylthiourea,"Deviation from the normal, usual, or expected events during the response to  N-Phenylthiourea."
http://purl.obolibrary.org/obo/DDPHENO_0001328,abolished protein modification,Complete inability for protein modification.
http://purl.obolibrary.org/obo/DDPHENO_0000513,aberrant sporulation,"Deviation from the normal, usual, or expected events during sporulation."
http://purl.obolibrary.org/obo/DDPHENO_0001163,aberrant prestalk B cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of prestalk B cells."
http://purl.obolibrary.org/obo/DDPHENO_0000054,aberrant localization to cell cortex,"Deviation from the normal, usual, or expected localization to the cell cortex."
http://purl.obolibrary.org/obo/DDPHENO_0000526,increased prestalk cell differentiation in response to DIF-1,"Increase in extent, amount, or degree of prestalk cell differentiation in response to DIF-1."
http://purl.obolibrary.org/obo/DDPHENO_0001176,abolished aspidocyte differentiation,Complete inability for differentiation of aspidocytes.
http://purl.obolibrary.org/obo/DDPHENO_0000067,abolished localization to cytoplasm,Complete inability to localize to the cytoplasm.
http://purl.obolibrary.org/obo/DDPHENO_0001470,decreased response to lithium,"Reduction in extent, amount, or degree of response to lithium."
http://purl.obolibrary.org/obo/DDPHENO_0000361,abolished response to cAMP,Complete inability to respond to cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0001189,decreased macroautophagy,"Reduction in extent, amount, or degree of macroautophagy."
http://purl.obolibrary.org/obo/DDPHENO_0001483,aberrant cortical actin cytoskeleton stabilization,"Deviation from the normal, usual, or expected events in the maintenance of the cortical actin cytoskeleton."
http://purl.obolibrary.org/obo/DDPHENO_0001230,"decreased 3',5'-cyclic-GMP phosphodiesterase activity","Reduction in extent, amount, or degree of 3',5'-cyclic-GMP phosphodiesterase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000121,decreased intracellular glucose level,"Reduction in extent, amount or accumulation of cytosolic glucose."
http://purl.obolibrary.org/obo/DDPHENO_0001408,aberrant protein localization to coated pits,"Deviation from the normal, usual, or expected events during localization of a protein to coated pits."
http://purl.obolibrary.org/obo/DDPHENO_0001496,increased phagolysosome size,Increase in relative or proportional dimensions of the phagolysosome.
http://purl.obolibrary.org/obo/DDPHENO_0000387,abolished prespore cell division,Complete inability for division of prespore cells.
http://purl.obolibrary.org/obo/DDPHENO_0001243,increased protein level,"Increase in extent, amount, or degree of protein expression."
http://purl.obolibrary.org/obo/DDPHENO_0000134,increased myosin II assembly,"Increase in extent, amount, or degree of assembly of myosin II."
http://purl.obolibrary.org/obo/DDPHENO_0001256,increased catalytic activity,"Increase in extent, amount, or degree of catalysis by an enzyme."
http://purl.obolibrary.org/obo/DDPHENO_0000147,aberrant chemorepellant activity,"Deviation from the normal, usual, or expected activity in the directed movement of a motile cell  towards a lower concentration of a signal."
http://purl.obolibrary.org/obo/DDPHENO_0001003,aberrant response to stimulus,"Deviation from the normal, usual, or expected events during the response to stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0001091,increased response to DIF,"Increase in extent, amount, or degree of response to DIF."
http://purl.obolibrary.org/obo/DDPHENO_0001269,abolished non-apoptotic programmed cell death,Complete inability non-apoptotic programmed cell death.
http://purl.obolibrary.org/obo/DDPHENO_0001016,aberrant regulation of fruiting body formation,"Deviation from the normal, usual, or expected events during the regulation of fruiting body formation."
http://purl.obolibrary.org/obo/DDPHENO_0001310,abolished activation of Rap GTPase activity,Complete inability to activate Rap GTPase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000201,decreased glycogen synthase kinase 3 activity,"Reduction in extent, amount, or degree of glycogen synthase kinase 3 activity."
http://purl.obolibrary.org/obo/DDPHENO_0001029,aberrant establishment and/or maintenance of cell polarity,"Deviation from the normal, usual, or expected events during establishment and/or maintenance of cell polarity."
http://purl.obolibrary.org/obo/DDPHENO_0001323,increased peptidyl-proline hydroxylation,Increase in level of hydroxylation of proline residues on a peptide.
http://purl.obolibrary.org/obo/DDPHENO_0000214,precocious sporulation,Early onset or faster progression through sporulation.
http://purl.obolibrary.org/obo/DDPHENO_0001336,aberrant protein localization to nucleus,"Deviation from the normal, usual, or expected events during localization of a protein to the nucleus."
http://purl.obolibrary.org/obo/DDPHENO_0000227,abolished regulation of chemorepellant activity,Complete inability of the regulation of chemorepellant activity.
http://purl.obolibrary.org/obo/DDPHENO_0000521,abolished localization to contractile vacuole membrane,Complete inability to localize to the contractile vacuole membrane.
http://purl.obolibrary.org/obo/DDPHENO_0001171,aberrant molecular function,"Deviation from normal, usual, or expected molecular function."
http://purl.obolibrary.org/obo/DDPHENO_0000062,aberrant localization to coated pits,"Deviation from the normal, usual, or expected localization to coated pits."
http://purl.obolibrary.org/obo/DDPHENO_0001349,aberrant protein threonine phosphorylation,"Deviation from the normal, usual, or expected events during threonine phosphorylation of a protein."
http://purl.obolibrary.org/obo/DDPHENO_0001184,decreased intracellular myo-inositol level,Decrease in amount or accumulation of intracellular myo-inositol.
http://purl.obolibrary.org/obo/DDPHENO_0000075,abolished localization to microtubules,Complete inability to localize to the microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0001109,aberrant response to valproic acid,"Deviation from the normal, usual, or expected events during the response to valproic acid."
http://purl.obolibrary.org/obo/DDPHENO_0000547,aberrant culminant morphology,"Deviation from the normal, usual, or expected morphology of the culminant."
http://purl.obolibrary.org/obo/DDPHENO_0001403,increased protein localization to microtubules,Increase in amount or accumulation of a protein at the microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0001197,decreased infection rate by Cryptococcus neoformans,"Reduction in extent, amount, or degree of the infection rate by Cryptococcus neoformans."
http://purl.obolibrary.org/obo/DDPHENO_0000088,abolished localization to plasma membrane,Complete inability to localize to the plasma membrane.
http://purl.obolibrary.org/obo/DDPHENO_0001491,delayed phagosome acidification,Late onset or slower progression of phagosome acidification.
http://purl.obolibrary.org/obo/DDPHENO_0000382,obsolete_aberrant morphology,OBSOLETE.
http://purl.obolibrary.org/obo/DDPHENO_0001416,aberrant cell separation during cytokinesis,"Deviation from the normal, usual, or expected events during cell separation during cytokinesis."
http://purl.obolibrary.org/obo/DDPHENO_0000307,abolished SDF-1 production,"Complete inability for the production of SDF-1, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0000395,decreased activation of protein kinase B,"Reduction in extent, amount, or degree of phosphorylation of protein kinase B."
http://purl.obolibrary.org/obo/DDPHENO_0001251,increased protein kinase B activation,"Increase in extent, amount, or degree of activation of protein kinase B."
http://purl.obolibrary.org/obo/DDPHENO_0000142,wild type,No phenotypic difference has been reported compared to wild type.
http://purl.obolibrary.org/obo/DDPHENO_0001429,decreased protein localization to nuclear envelope,Reduction in amount or accumulation of a protein at the nuclear envelope.
http://purl.obolibrary.org/obo/DDPHENO_0001264,abolished autophagic cell death,Complete inability for autophagic cell death.
http://purl.obolibrary.org/obo/DDPHENO_0000155,development arrests at tipped mound stage,Development cannot progress past the tipped mound stage.
http://purl.obolibrary.org/obo/DDPHENO_0001011,decreased intracellular cAMP level,Reduction in amount or accumulation of intracellular cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0001277,decreased engulfment during phagocytosis,"Reduction in extent, amount, or degree of engulfment of attached, recognized, external material."
http://purl.obolibrary.org/obo/DDPHENO_0001024,aberrant prestalk 0 cell differentiation,"Deviation from the normal, usual, or expected events during differentiation of prestalk 0 cells."
http://purl.obolibrary.org/obo/DDPHENO_0000462,decreased filopodium formation,"Reduction in extent, amount, or degree of filopodium formation."
http://purl.obolibrary.org/obo/DDPHENO_0001037,aberrant signal transduction during aggregation,"Deviation from the normal, usual, or expected events during signal transduction during development."
http://purl.obolibrary.org/obo/DDPHENO_0000475,increased resistance to bisphosphonate,"Increase in extent, amount, or degree of resistance to the drug bisphosphonate."
http://purl.obolibrary.org/obo/DDPHENO_0001331,aberrant catalase activity,"Deviation from the normal, usual, or expected activity catalase."
http://purl.obolibrary.org/obo/DDPHENO_0000222,aberrant phototaxis,"Deviation from the normal, usual, or expected events during the response to light."
http://purl.obolibrary.org/obo/DDPHENO_0001509,decreased protein localization to cell cortex,Reduction in amount or accumulation of a protein to the cell cortex.
http://purl.obolibrary.org/obo/DDPHENO_0000488,delayed response to cAMP,Late onset or slower progression in the response to cAMP.
http://purl.obolibrary.org/obo/DDPHENO_0001344,decreased protein phosphorylation,Reduction in amount or accumulation of phosphorylation of a protein.
http://purl.obolibrary.org/obo/DDPHENO_0000235,increased aneuploidy,"Increase in extent, amount, or degree of aneuploidity."
http://purl.obolibrary.org/obo/DDPHENO_0000070,aberrant localization to microtubule organizing center,"Deviation from the normal, usual, or expected localization to the microtubule organizing center."
http://purl.obolibrary.org/obo/DDPHENO_0001357,aberrant outer basal disc formation,"Deviation from the normal, usual, or expected during the formation of the outer basal disc."
http://purl.obolibrary.org/obo/DDPHENO_0000248,abolished single-strand break repair,Complete inability for single-strand break repair of DNA.
http://purl.obolibrary.org/obo/DDPHENO_0001104,increased culmination,"Increase in extent, amount, or degree of culminants, resulting in more fruiting bodies."
http://purl.obolibrary.org/obo/DDPHENO_0000542,increased infection rate by Legionella pneumophila,"Increase in extent, amount, or degree of the infection rate by Legionella pneumophila."
http://purl.obolibrary.org/obo/DDPHENO_0001192,decreased number of autophagosomes,Quantitative reduction in autophagosomes.
http://purl.obolibrary.org/obo/DDPHENO_0000083,aberrant localization to nucleus,"Deviation from the normal, usual, or expected localization to the nucleus."
http://purl.obolibrary.org/obo/DDPHENO_0001117,mislocalized gene expression,Gene expression occurring in an abnormal position or in an unusual manner or form.
http://purl.obolibrary.org/obo/DDPHENO_0000008,aberrant post-transciptional gene silencing by RNA,"Deviation from the normal, usual, or expected events during post-transciptional gene silencing by RNA."
http://purl.obolibrary.org/obo/DDPHENO_0000555,abolished contractile vacuole tethering involved in discharge,Complete inability for contractile vacuole tethering involved in discharge.
http://purl.obolibrary.org/obo/DDPHENO_0001411,aberrant response to conditioned medium factor,"Deviation from the normal, usual, or expected events during the response to conditioned medium factor (CMF) found in conditioned media (CM)."
http://purl.obolibrary.org/obo/DDPHENO_0000302,abolished growth,Complete inability for cells to proliferate.
http://purl.obolibrary.org/obo/DDPHENO_0000096,increased localization to pseudopodium,Increase in amount or accumulation at pseudopodia.
http://purl.obolibrary.org/obo/DDPHENO_0000568,decreased lipid droplet formation,Reduction in amount or accumulation of lipid droplets.
http://purl.obolibrary.org/obo/DDPHENO_0001424,aberrant perinuclear space,"Deviation from the normal, usual, or expected morphology of the perinuclear space."
http://purl.obolibrary.org/obo/DDPHENO_0000315,abolished response to MPBD,Complete inability for the response to MPBD.
http://purl.obolibrary.org/obo/DDPHENO_0000150,abolished chemorepellant activity,Complete inability for chemorepellant activity.
http://purl.obolibrary.org/obo/DDPHENO_0001437,aberrant necrotic cell death,"Deviation from the normal, usual, or expected events during necrotic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000328,abolished small molecule binding,Complete absence of small molecule binding.
http://purl.obolibrary.org/obo/DDPHENO_0001272,decreased pseudopod retraction,"Reduction in extent, amount, or degree of pseudopod retraction."
http://purl.obolibrary.org/obo/DDPHENO_0000163,aberrant spore morphology,"Deviation from the normal, usual, or expected morphology of the spore."
http://purl.obolibrary.org/obo/DDPHENO_0001285,decreased adenylate cyclase activity,"Reduction in extent, amount, or degree of adenylate cyclase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000176,increased prestalk 0 cell differentiation,"Increase in extent, amount, or degree of differentiation into prestalk 0 cells."
http://purl.obolibrary.org/obo/DDPHENO_0001032,aberrant response to biotic stimulus,"Deviation from the normal, usual, or expected events during the response to biotic stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0001504,aberrant response to cation stress,"Deviation from the normal, usual, or expected events during the response to cation stress."
http://purl.obolibrary.org/obo/DDPHENO_0001298,abolished protein kinase A activity,Complete absence of protein kinase A activity.
http://purl.obolibrary.org/obo/DDPHENO_0001045,aberrant response to DNA damaging agents,"Deviation from the normal, usual, or expected events during the response to DNA damaging agents."
http://purl.obolibrary.org/obo/DDPHENO_0000483,aberrant aggregation,"Deviation from the normal, usual, or expected events during aggregation."
http://purl.obolibrary.org/obo/DDPHENO_0000230,aberrant endosome morphology,"Deviation from the normal, usual, or expected morphology of the endosome."
http://purl.obolibrary.org/obo/DDPHENO_0001517,increased mitochondrial fusion,Quantitative increase in mitochondrial fusion.
http://purl.obolibrary.org/obo/DDPHENO_0001058,decreased protein kinase activation,"Reduction in extent, amount, or degree of activation of a protein kinase."
http://purl.obolibrary.org/obo/DDPHENO_0000243,aberrant single-strand break repair,"Deviation from the normal, usual, or expected events during single-strand break DNA repair."
http://purl.obolibrary.org/obo/DDPHENO_0001365,aberrant lower cup formation,"Deviation from the normal, usual, or expected morphology of the lower cup."
http://purl.obolibrary.org/obo/DDPHENO_0000256,abolished  potassium-dependent chemotaxis to cAMP,Complete inability for chemotaxis in response to potassium-dependent cAMP chemotaxis.
http://purl.obolibrary.org/obo/DDPHENO_0001112,increased exocytosis,"Increase in extent, amount, or degree of exocytosis."
http://purl.obolibrary.org/obo/DDPHENO_0000003,increased slug length,Increase in length of the slug.
http://purl.obolibrary.org/obo/DDPHENO_0000550,abolished pinocytosis,Complete inability to perform phagocytosis.
http://purl.obolibrary.org/obo/DDPHENO_0000091,increased localization to plasma membrane,Increase in amount or accumulation at the plasma membrane.
http://purl.obolibrary.org/obo/DDPHENO_0001378,decreased extracellular ammonia level,Reduction in amount or accumulation of extracellular ammonia.
http://purl.obolibrary.org/obo/DDPHENO_0000269,increased basal disc size,Increase in relative or proportionate dimensions of the basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0001125,abolished phototaxis,Complete inability for phototaxis.
http://purl.obolibrary.org/obo/DDPHENO_0000016,decreased microRNA processing,Reduction in level of microRNA processing.
http://purl.obolibrary.org/obo/DDPHENO_0000563,aberrant endoplasmic reticulum organization,"Deviation from the normal, usual, or expected events during endoplasmic reticulum organization."
http://purl.obolibrary.org/obo/DDPHENO_0000310,decreased SDF-2 production,"Reduction in extent, amount, or degree of production of SDF-2, a  peptide that promotes terminal spore differentiation."
http://purl.obolibrary.org/obo/DDPHENO_0001138,decreased positive regulation of GTPase activity,"Reduction in extent, amount, or degree of positive regulation of GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000576,abolished double-strand break repair via nonhomologous end joining,Complete inability for double strand break repair of DNA via nonhomologous end joining.
http://purl.obolibrary.org/obo/DDPHENO_0000029,increased resistance to N-Phenylthiourea,"Increase in extent, amount, or degree of resistance to N-Phenylthiourea."
http://purl.obolibrary.org/obo/DDPHENO_0000323,decreased cellulose binding,"A reduction in extent, amount, or degree of binding to cellulose."
http://purl.obolibrary.org/obo/DDPHENO_0001445,aberrant F-actin polymerization,Complete inability to polymerize actin into F-actin.
http://purl.obolibrary.org/obo/DDPHENO_0000336,decreased electrotaxis,"Reduction in extent, amount, or degree of electrotaxis rate during the locomotory response to an electrical field."
http://purl.obolibrary.org/obo/DDPHENO_0001280,"increased 3',5'-cyclic-AMP phosphodiesterase activity","Increase in extent, amount, or degree of 3',5'-cyclic-AMP phosphodiesterase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000171,increased growth rate,"Increase in extent, amount, or degree of cell proliferation."
http://purl.obolibrary.org/obo/DDPHENO_0000571,aberrant double-strand break repair via homologous recombination,"Deviation from the normal, usual, or expected events during double-strand break repair of DNA via homologous recombination."
http://purl.obolibrary.org/obo/DDPHENO_0001458,aberrant double-strand break repair via homologous recombination,"Deviation from the normal, usual, or expected events during double-strand break repair via homologous recombination."
http://purl.obolibrary.org/obo/DDPHENO_0000349,aberrant Ca2+ signaling,"Deviation from the normal, usual, or expected events during calcium signaling."
http://purl.obolibrary.org/obo/DDPHENO_0001205,decreased endosome size,Decrease in relative or proportionate dimensions of the endosome.
http://purl.obolibrary.org/obo/DDPHENO_0001293,abolished adenylate cyclase activity,Complete absence of adenylate cyclase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000184,decreased length of astral microtubules,Reduction in extent of astral microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0001040,obsolete_aberrant response to drug,"OBSOLETE. Deviation from the normal, usual, or expected events during the response to drug. "
http://purl.obolibrary.org/obo/DDPHENO_0001218,aberrant organelle localization,"Deviation from the normal, usual, or expected localization of an organelle within the cell."
http://purl.obolibrary.org/obo/DDPHENO_0000109,increased cell-cell adhesion,"Increase in extent, amount, or degree of cell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0001512,abolished protein localization to pseudopodium,Complete inability to localize a protein pseudopodia.
http://purl.obolibrary.org/obo/DDPHENO_0000403,increased prestalk gene expression,"Increase in extent, amount, or degree of expression of prestalk genes."
http://purl.obolibrary.org/obo/DDPHENO_0000197,increased GTP-gamma-S-stimulated guanylyl cyclase activity,"Increase in extent, amount, or degree of GTP-gamma-S-stimulated guanylyl cyclase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001053,increased bleb formation,"Increase in extent, amount, or degree of bleb formation."
http://purl.obolibrary.org/obo/DDPHENO_0000491,abolished resistance to a pathogenic bacterium,Complete inability for resisting any pathogenic bacterium.
http://purl.obolibrary.org/obo/DDPHENO_0001525,increased prestalk U cell differentiation,"Increase in extent, amount, or degree of differentiation into prestalk U cells."
http://purl.obolibrary.org/obo/DDPHENO_0001066,aberrant contractile vacuole morphology,"Deviation from the normal, usual, or expected morphology of the vacuole."
http://purl.obolibrary.org/obo/DDPHENO_0001360,abolished inner basal disc formation,Complete absence of the inner basal disc.
http://purl.obolibrary.org/obo/DDPHENO_0000251,aberrant regulation of mitochondrial membrane potential,"Deviation from the normal, usual, or expected events during regulation of  the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
http://purl.obolibrary.org/obo/DDPHENO_0000429,aberrant vesicle coat assembly,"Deviation from the normal, usual, or expected process of vesicle coat assembly."
http://purl.obolibrary.org/obo/DDPHENO_0001079,decreased number of tubular mitochondria,"Quantitative decrease in tubular mitochondria. In Dictyostelium, cells have mitochondria of three different shapes: spherical, rod-like or tubular."
http://purl.obolibrary.org/obo/DDPHENO_0001373,decreased chemotaxis to arachidonic acid,"Reduction in extent, amount, or degree of chemotaxis in response to arachidonic acid."
http://purl.obolibrary.org/obo/DDPHENO_0000264,aberrant cell motility,"Deviation from the normal, usual, or expected events during cell motility."
http://purl.obolibrary.org/obo/DDPHENO_0001120,abolished protein kinase B activation,Complete inability for activation of protein kinase B.
http://purl.obolibrary.org/obo/DDPHENO_0000011,decreased post-transciptional gene silencing by RNA,Reduction in level of modification of post-transciptional gene silencing by RNA.
http://purl.obolibrary.org/obo/DDPHENO_0001386,abolished cytochrome C oxidase activity,Complete absence of cytochrome C oxidase activity.
http://purl.obolibrary.org/obo/DDPHENO_0000277,aberrant infection rate by a pathogenic bacterium,"Deviation from the normal, usual, or expected events during infection of Dictyostelium by a pathogenic  bacterium."
http://purl.obolibrary.org/obo/DDPHENO_0001133,abolished activation of adenylate cyclase,Complete inability to activate adenylate cyclase upon stimulus.
http://purl.obolibrary.org/obo/DDPHENO_0000024,abolished production of siRNA involved in RNA interference,Complete inability for production of siRNA involved in RNA interference.
http://purl.obolibrary.org/obo/DDPHENO_0001399,abolished protein localization to microtubules,Complete inability to localize a protein to the to microtubules.
http://purl.obolibrary.org/obo/DDPHENO_0001146,increased positive regulation of Rab GTPase activity,"Increase in extent, amount, or degree of positive regulation of Rab GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0000584,abolished mating type determination,Complete inability for determining the mating type of a cell.
http://purl.obolibrary.org/obo/DDPHENO_0000037,decreased contractile vacuole discharge,"Reduction in extent, amount, or degree of contractile vacuole discharge."
http://purl.obolibrary.org/obo/DDPHENO_0001440,increased necrotic cell death,"Increase in extent, amount, or degree of necrotic cell death."
http://purl.obolibrary.org/obo/DDPHENO_0000331,aberrant folic acid binding,"Deviation from the normal, usual, or expected binding to folic acid."
http://purl.obolibrary.org/obo/DDPHENO_0001159,decreased cellulose biosynthesis,"Reduction in extent, amount, or degree of cellulose biosynthesis."
http://purl.obolibrary.org/obo/DDPHENO_0001453,abolished protein threonine phosphorylation,Complete inability for protein threonine phosphorylation.
http://purl.obolibrary.org/obo/DDPHENO_0000344,decreased activation of GTPase activity,"Reduction in extent, amount, or degree of activation GTPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001200,increased actin-dependent ATPase activity,"Increase in extent, amount, or degree of increased actin-dependent ATPase activity."
http://purl.obolibrary.org/obo/DDPHENO_0001466,aberrant microtubule nucleation,"Deviation from the normal, usual, or expected events during microtubule nucleation."
http://purl.obolibrary.org/obo/DDPHENO_0000357,increased endocytic recycling,"Increase in extent, amount, or degree of endocytic recycling."
http://purl.obolibrary.org/obo/DDPHENO_0001213,decreased calcium-dependent cell-cell adhesion,"Reduction in extent, amount, or degree of calcium-dependentcell-cell adhesion."
http://purl.obolibrary.org/obo/DDPHENO_0000104,aberrant protein localization to nucleolus,"Deviation from the normal, usual, or expected events during localization of a protein to the nucleolus."
http://purl.obolibrary.org/obo/DDPHENO_0000192,abolished prestalk 0 cell differentiation,Complete inability for differentiation of prestalk 0 cells.
http://purl.obolibrary.org/obo/DDPHENO_0001479,abolished calcium-dependent cell-cell adhesion,Complete inability of calcium-dependent cell-cell adhesion.
http://purl.obolibrary.org/obo/DDPHENO_0001226,aberrant cellular response to extracellular stimulus,"Deviation from the normal, usual, or expected during the cellular response to extracellular stimulus."
http://purl.obolibrary.org/obo/DDPHENO_0000117,abolished substrate adhesion-dependent cell spreading,Complete inability for substrate adhesion-dependent cell spreading.
http://purl.obolibrary.org/obo/DDPHENO_0001520,increased mitochondrial fission,Quantitative increase in mitochondrial fission.
http://purl.obolibrary.org/obo/DDPHENO_0000411,increased resistance to heat shock,"Increased tolerance of the normal, usual, or expected events towards heat."
http://purl.obolibrary.org/obo/DDPHENO_0001061,increased protein kinase activation,"Increase in extent, amount, or degree of activation of protein kinases."
http://purl.obolibrary.org/obo/DDPHENO_0001239,abolished cell motility,Complete inability for cell motility.
http://purl.obolibrary.org/obo/DDPHENO_0001533,abolished positive regulation of vegetative growth,Complete inability to positively regulate vegetative growth.
http://purl.obolibrary.org/obo/DDPHENO_0000424,abolished sporulation,Complete inability for sporulation.
http://purl.obolibrary.org/obo/DDPHENO_0001074,aberrant osmosensory signaling pathway,"Deviation from the normal, usual, or expected events during the osmosensory signaling pathway."
http://purl.obolibrary.org/obo/DDPHENO_0000437,decreased actin nucleation on plasma membranes,"Reduction in extent, amount, or degree of actin nucleation on plasma membranes."
